loan_amnt,term,int_rate,installment,annual_inc,dti,fico_score,revol_bal,revol_util,total_acc,home_ownership,purpose,emp_length,loan_status
10007, 36 months,11.45,329.75,70154.67,7.13,756,13580,36.2,22,MORTGAGE,car,< 1 year,0
38410, 36 months,17.37,1376.5,47930.41,36.31,712,42928,73.4,14,MORTGAGE,other,2 years,1
9208, 36 months,17.14,328.93,115148.19,25.9,656,17480,35.1,19,MORTGAGE,credit_card,1 year,0
19589, 36 months,26.3,792.39,40209.47,19.12,639,1204,30.5,3,MORTGAGE,major_purchase,< 1 year,0
18453, 60 months,17.85,467.08,48435.28,32.59,670,42880,20.2,34,MORTGAGE,car,4 years,0
37212, 36 months,18.62,1356.9,20296.92,18.04,778,24331,82.1,19,RENT,small_business,2 years,0
33635, 60 months,14.54,792.08,25274.32,,697,3583,25.7,29,MORTGAGE,car,7 years,0
34828, 36 months,26.85,1419.06,17903.77,0.11,762,16256,28.3,38,RENT,home_improvement,4 years,0
19711, 36 months,22.99,762.9,93572.92,14.63,634,44099,99.9,36,MORTGAGE,major_purchase,4 years,0
4420, 36 months,11.92,146.64,37207.57,5.55,850,7539,32.7,38,OWN,credit_card,6 years,0
32216, 36 months,24.49,1272.23,108689.22,27.59,584,44379,42.3,13,MORTGAGE,home_improvement,7 years,0
1301, 36 months,15.23,45.25,15000.0,19.16,680,34806,99.0,9,OTHER,medical,< 1 year,0
1699, 60 months,24.15,49.02,124100.21,12.07,632,22310,36.9,26,OWN,debt_consolidation,4 years,0
1190, 36 months,24.01,46.69,47060.36,18.71,797,8223,36.6,8,OWN,car,8 years,0
11492, 36 months,9.75,369.47,60108.61,8.39,819,10160,82.8,3,MORTGAGE,major_purchase,10+ years,0
36743, 36 months,21.28,1389.58,25906.12,37.0,793,19358,31.2,34,RENT,credit_card,8 years,0
7102, 60 months,12.04,158.12,67263.56,2.16,683,31339,23.4,34,RENT,home_improvement,6 years,0
20778, 36 months,12.19,692.01,39169.42,34.62,801,11522,42.3,24,MORTGAGE,other,3 years,0
27641, 36 months,12.17,920.32,23947.7,20.45,768,36336,70.1,6,RENT,credit_card,1 year,0
35584, 36 months,21.83,1355.84,23751.48,24.76,678,27501,4.3,15,RENT,moving,4 years,0
33745, 60 months,10.67,728.16,23500.8,12.1,676,28014,37.4,9,OTHER,major_purchase,3 years,0
24093, 60 months,5.52,460.43,,38.67,652,44082,34.6,21,MORTGAGE,medical,< 1 year,0
1569, 36 months,21.59,59.59,33477.24,11.27,835,8298,24.5,19,MORTGAGE,vacation,6 years,0
39210, 60 months,9.35,820.61,18323.57,23.56,810,201,,24,MORTGAGE,debt_consolidation,2 years,0
35663, 60 months,7.85,720.56,61180.25,39.74,749,7956,,30,RENT,moving,5 years,0
37631, 36 months,10.84,1229.14,15000.0,35.24,736,7385,60.7,8,MORTGAGE,small_business,4 years,0
8455, 36 months,14.05,289.18,108819.22,21.45,801,6007,,25,MORTGAGE,small_business,3 years,0
5014, 36 months,16.21,176.8,161433.14,39.61,678,34562,21.7,26,RENT,debt_consolidation,2 years,1
12093, 60 months,6.5,236.61,22304.55,28.05,799,1408,26.7,15,OTHER,credit_card,8 years,0
19070, 36 months,27.34,782.02,92177.41,8.35,823,916,17.1,39,OWN,car,4 years,0
36777, 60 months,21.61,1007.6,60443.17,16.22,838,7778,5.7,4,OTHER,small_business,9 years,0
17538, 36 months,12.77,588.98,36314.66,13.38,773,42644,61.9,15,MORTGAGE,debt_consolidation,6 years,0
11729, 60 months,12.67,264.89,37345.83,13.76,729,47208,67.3,4,OWN,moving,3 years,0
35177, 36 months,15.59,1229.61,72597.59,30.42,734,6346,16.6,10,OWN,moving,< 1 year,1
1784, 36 months,19.59,65.93,47859.72,23.37,601,48637,61.5,8,RENT,small_business,1 year,0
28751, 60 months,8.79,593.9,15000.0,1.52,695,35934,98.2,27,OWN,moving,9 years,0
13533, 60 months,9.75,285.87,170043.34,35.1,692,40112,7.4,8,RENT,medical,4 years,0
6801, 60 months,24.84,198.98,63570.48,11.87,790,16448,,8,MORTGAGE,credit_card,7 years,0
20190, 36 months,11.27,663.58,47514.66,,603,36418,73.3,37,MORTGAGE,other,7 years,0
39754, 36 months,14.05,1359.66,31854.89,38.17,635,14715,4.6,14,MORTGAGE,medical,7 years,0
30592, 36 months,25.1,1217.95,43766.49,37.62,845,39166,77.8,4,OWN,small_business,8 years,0
11647, 36 months,20.42,435.34,104978.66,32.45,633,34783,98.0,21,RENT,car,1 year,0
9716, 36 months,13.19,328.26,57352.46,8.82,687,25897,8.8,10,OWN,small_business,3 years,0
24355, 36 months,20.88,916.08,61403.66,21.31,781,48708,82.2,23,RENT,credit_card,10+ years,0
23009, 36 months,5.94,699.35,23167.31,8.97,781,36792,37.9,34,RENT,debt_consolidation,9 years,0
25376, 60 months,22.05,701.58,39744.3,10.39,797,22698,14.4,24,MORTGAGE,major_purchase,5 years,0
5780, 36 months,16.46,204.52,50545.59,24.44,822,41572,49.3,24,MORTGAGE,moving,5 years,0
3368, 36 months,23.8,131.78,74454.23,1.63,757,8843,7.2,39,MORTGAGE,moving,4 years,0
13039, 36 months,26.98,532.18,38196.92,38.78,640,45773,52.2,27,RENT,vacation,1 year,0
7655, 36 months,26.33,309.77,85538.45,36.75,615,31551,1.9,33,MORTGAGE,credit_card,7 years,0
5495, 36 months,25.96,221.28,24671.11,15.23,625,34155,72.9,29,RENT,medical,< 1 year,0
11893, 60 months,17.02,295.7,51109.3,20.62,674,27442,48.8,31,RENT,vacation,< 1 year,0
26547, 60 months,13.6,612.21,46232.17,18.64,623,26696,45.9,18,MORTGAGE,other,< 1 year,0
23386, 60 months,15.96,568.21,19745.56,35.29,805,21563,19.6,19,RENT,other,8 years,0
14403, 60 months,21.02,389.81,47637.48,27.54,725,22982,36.1,26,RENT,moving,4 years,0
33097, 36 months,25.39,1322.77,34559.48,11.12,848,22863,18.2,5,OWN,major_purchase,1 year,0
14121, 36 months,10.16,456.71,114492.53,17.87,592,4763,73.5,27,RENT,small_business,10+ years,0
11966, 36 months,26.16,483.14,38324.57,17.16,604,27771,19.9,32,RENT,medical,< 1 year,0
34621, 36 months,23.84,1355.37,60507.48,,840,32198,61.7,13,MORTGAGE,vacation,3 years,0
29312, 36 months,27.52,1204.86,23420.68,7.01,707,20493,28.0,19,MORTGAGE,small_business,10+ years,0
23677, 36 months,25.31,945.28,56496.92,3.58,618,5535,65.7,11,MORTGAGE,home_improvement,1 year,0
32289, 36 months,11.8,1069.38,38214.57,35.22,736,32519,54.0,37,RENT,credit_card,2 years,0
32024, 36 months,7.88,1001.74,30768.11,35.87,764,12020,42.3,3,MORTGAGE,small_business,1 year,0
5777, 36 months,8.03,181.11,268427.29,,753,29745,67.3,26,MORTGAGE,vacation,7 years,0
30749, 36 months,12.05,1022.04,39653.34,20.44,765,30906,41.6,10,RENT,home_improvement,2 years,0
16338, 36 months,19.32,601.53,43166.96,26.39,653,35896,82.1,33,MORTGAGE,other,1 year,1
3491, 36 months,23.6,136.23,84220.7,22.53,595,21250,73.0,6,OWN,home_improvement,5 years,0
28236, 36 months,25.73,1133.59,30913.37,2.78,767,37853,54.1,4,MORTGAGE,medical,,0
15599, 60 months,19.53,409.21,62440.12,23.83,751,11297,87.7,18,OTHER,other,8 years,0
20508, 36 months,5.63,620.46,66582.18,0.54,765,49689,82.9,14,OTHER,small_business,10+ years,0
4051, 36 months,9.69,130.13,56773.23,13.0,611,26783,53.2,4,OWN,small_business,9 years,0
22606, 60 months,7.74,455.56,194425.36,37.29,642,16257,6.8,29,RENT,vacation,3 years,0
22699, 36 months,13.67,772.16,30255.66,12.16,768,38766,56.6,5,RENT,major_purchase,4 years,0
1876, 36 months,16.78,66.68,123322.77,37.59,605,46791,35.5,19,OWN,medical,10+ years,0
33093, 36 months,6.48,1013.97,65074.25,10.01,618,44137,54.0,36,OWN,debt_consolidation,5 years,0
5142, 36 months,13.34,174.1,84598.33,12.58,772,30086,64.7,15,MORTGAGE,car,2 years,0
16202, 60 months,9.53,340.51,60158.66,25.14,742,24063,64.5,17,RENT,credit_card,2 years,0
8079, 60 months,20.06,214.31,151291.91,30.47,632,43282,67.4,13,OWN,other,2 years,0
8987, 36 months,15.95,315.73,40455.31,20.06,753,29984,67.9,12,RENT,moving,4 years,0
29940, 36 months,16.64,1062.09,66060.89,,775,18421,10.9,3,MORTGAGE,medical,10+ years,0
38233, 36 months,15.12,1327.61,107289.25,1.61,790,41922,19.2,34,OTHER,small_business,5 years,0
18019, 36 months,27.01,735.73,35055.73,36.89,767,1243,63.1,14,MORTGAGE,other,8 years,0
19077, 36 months,10.33,618.52,89345.13,7.85,793,42829,40.8,31,RENT,car,8 years,0
27258, 36 months,17.12,973.45,48475.66,,608,21863,76.3,27,RENT,medical,4 years,0
22136, 36 months,22.06,846.07,23366.76,16.03,750,32337,12.5,19,OWN,small_business,7 years,0
9311, 36 months,18.03,336.76,20517.76,33.31,701,34421,19.2,14,MORTGAGE,major_purchase,6 years,0
18214, 36 months,26.4,737.74,46421.04,26.87,738,24688,55.8,5,RENT,major_purchase,3 years,0
15098, 36 months,14.0,516.01,88834.56,7.04,665,7974,50.1,34,OTHER,medical,< 1 year,0
29251, 36 months,15.93,1027.37,15000.0,36.72,583,9491,26.6,16,MORTGAGE,small_business,2 years,1
38945, 60 months,7.49,780.19,55285.73,9.82,581,2304,40.8,18,RENT,other,10+ years,0
26945, 36 months,19.2,990.42,83736.17,9.77,712,29000,3.5,7,RENT,medical,9 years,0
26316, 36 months,11.98,873.82,22770.7,32.57,658,23304,3.7,6,MORTGAGE,major_purchase,4 years,0
33217, 60 months,9.11,691.3,33510.7,4.23,726,11498,9.5,34,RENT,medical,9 years,0
9308, 36 months,17.75,335.34,69107.61,8.88,745,12338,57.7,17,RENT,medical,2 years,0
6949, 36 months,17.48,249.41,81562.33,20.15,817,3814,86.4,25,MORTGAGE,credit_card,10+ years,0
2150, 36 months,7.21,66.59,128342.65,33.22,783,24796,26.0,6,MORTGAGE,other,,0
24944, 36 months,21.21,942.46,34482.1,5.9,632,27219,3.4,4,MORTGAGE,moving,8 years,0
35699, 36 months,19.53,1318.17,30051.08,21.91,686,29925,70.9,36,RENT,other,8 years,0
10204, 36 months,9.75,328.06,132139.21,28.45,634,12509,85.5,28,MORTGAGE,medical,10+ years,0
2081, 36 months,16.06,73.22,31164.5,34.42,825,37806,13.8,13,MORTGAGE,car,8 years,0
30305, 60 months,21.71,832.0,66461.05,37.42,743,48793,38.6,26,RENT,debt_consolidation,8 years,0
17896, 36 months,17.41,641.7,181655.79,31.39,594,13365,15.9,18,MORTGAGE,medical,< 1 year,1
8805, 36 months,14.4,302.65,77004.97,26.11,580,30326,10.6,21,OTHER,small_business,8 years,0
6237, 60 months,12.75,141.11,78430.03,17.34,716,36549,64.8,29,RENT,moving,10+ years,0
21056, 36 months,19.23,774.28,105539.4,4.48,730,34726,96.8,36,RENT,debt_consolidation,10+ years,1
4343, 60 months,26.63,131.66,67165.87,28.39,759,39109,67.8,16,MORTGAGE,car,,0
14500, 36 months,20.61,543.39,78656.24,39.71,811,9224,98.5,34,RENT,major_purchase,7 years,0
30375, 60 months,7.18,604.04,39912.56,29.47,767,5082,43.4,4,MORTGAGE,medical,8 years,0
10662, 36 months,15.87,374.16,98319.48,0.67,597,20706,89.8,8,MORTGAGE,car,7 years,0
17964, 60 months,25.54,532.97,62823.78,19.85,804,40069,20.5,11,MORTGAGE,medical,8 years,0
9130, 60 months,7.63,183.51,20194.36,24.59,684,47043,11.8,27,RENT,moving,4 years,0
20531, 36 months,27.75,846.47,56713.43,27.59,785,15375,70.3,7,MORTGAGE,debt_consolidation,9 years,0
2679, 36 months,26.85,109.16,15000.0,28.79,765,30934,37.1,34,OWN,small_business,6 years,0
4506, 36 months,7.26,139.67,75233.19,22.32,644,27759,31.8,17,RENT,debt_consolidation,10+ years,1
14284, 36 months,26.5,579.32,42611.06,8.93,786,29526,67.1,25,MORTGAGE,other,2 years,0
8253, 36 months,13.67,280.75,153788.2,37.69,808,19612,33.3,31,MORTGAGE,other,,0
20128, 36 months,24.51,795.08,65760.77,27.87,648,17859,57.3,11,RENT,car,3 years,0
28932, 36 months,14.91,1001.66,85349.42,9.47,721,35175,29.9,12,RENT,small_business,9 years,0
10435, 36 months,15.42,363.88,26120.25,12.89,785,23927,78.4,23,RENT,medical,3 years,0
14296, 36 months,19.77,529.62,73920.45,36.88,753,46013,31.2,4,MORTGAGE,moving,10+ years,0
31445, 36 months,22.93,1216.08,33376.43,35.5,776,43927,53.5,39,MORTGAGE,medical,7 years,0
14245, 36 months,6.26,435.04,94306.99,16.21,776,38183,2.3,24,RENT,medical,1 year,0
30124, 36 months,18.85,1101.94,25059.01,1.53,807,35013,79.2,20,OWN,moving,1 year,0
30899, 36 months,9.7,992.68,52359.28,1.94,850,22073,62.0,14,RENT,credit_card,4 years,0
36247, 36 months,13.28,1226.2,24471.65,11.36,778,20721,19.2,37,MORTGAGE,small_business,5 years,0
30222, 36 months,13.33,1023.11,52864.43,25.16,594,6572,21.5,4,RENT,car,3 years,0
27211, 36 months,16.05,957.33,164965.58,23.37,795,3950,26.2,23,RENT,car,6 years,0
38220, 36 months,13.02,1288.15,75565.93,25.35,614,19042,57.7,26,MORTGAGE,other,9 years,0
27646, 60 months,7.92,559.5,48070.45,,648,10006,54.8,21,MORTGAGE,medical,3 years,0
39649, 36 months,8.78,1256.77,15000.0,0.76,791,40253,27.4,29,MORTGAGE,vacation,7 years,0
24049, 36 months,6.25,734.34,35546.17,4.2,625,19667,69.4,4,MORTGAGE,car,1 year,0
15069, 36 months,16.08,530.38,65172.45,14.38,827,17680,88.9,23,MORTGAGE,credit_card,9 years,0
33580, 60 months,26.98,1024.97,36079.69,6.19,664,27731,4.4,38,MORTGAGE,car,3 years,0
32843, 60 months,8.1,667.51,115415.06,3.01,627,34415,41.7,39,RENT,home_improvement,10+ years,0
3849, 36 months,26.79,156.7,51170.73,25.64,810,47813,59.4,19,MORTGAGE,other,6 years,0
24289, 36 months,22.0,927.61,93634.77,32.61,646,9356,58.6,21,RENT,home_improvement,4 years,0
36257, 60 months,19.84,957.36,55433.56,30.11,668,40860,2.0,6,RENT,car,9 years,0
10823, 36 months,20.02,402.33,41539.94,32.68,798,22013,21.1,10,MORTGAGE,other,10+ years,0
10540, 36 months,24.1,414.07,36945.68,26.63,631,3244,6.2,30,MORTGAGE,debt_consolidation,1 year,0
17364, 36 months,7.91,543.4,26707.71,29.41,601,23571,56.9,18,OWN,vacation,2 years,0
5611, 36 months,16.86,199.66,94652.53,10.87,678,36793,64.5,13,OWN,vacation,3 years,0
28663, 60 months,21.18,778.34,37918.44,39.72,710,11892,16.0,27,RENT,debt_consolidation,4 years,0
39646, 60 months,18.7,1021.91,67062.35,7.33,667,41462,33.3,34,OWN,car,6 years,0
31977, 60 months,24.24,924.37,35758.85,8.58,715,13877,33.0,34,OWN,credit_card,2 years,0
30168, 36 months,7.13,933.29,25595.78,11.56,618,22754,82.0,37,MORTGAGE,medical,8 years,0
26471, 60 months,21.04,716.73,68397.02,39.01,597,20588,19.5,30,MORTGAGE,debt_consolidation,9 years,0
23687, 36 months,17.52,850.65,31318.92,39.53,684,41770,54.8,23,OTHER,small_business,2 years,0
1851, 36 months,14.03,63.29,38549.86,31.8,725,23638,78.3,19,OWN,moving,4 years,0
19071, 60 months,13.16,435.49,23174.02,25.16,803,785,83.0,18,RENT,moving,4 years,0
7833, 36 months,19.47,288.99,36465.65,20.8,696,227,66.7,25,MORTGAGE,car,6 years,0
12938, 36 months,25.55,518.18,49735.01,38.82,580,4947,30.0,23,OWN,small_business,5 years,1
36195, 36 months,16.66,1284.33,41254.08,27.82,696,7477,82.3,6,MORTGAGE,vacation,10+ years,0
27144, 60 months,24.06,781.82,80092.38,37.79,605,17211,74.2,2,RENT,debt_consolidation,2 years,1
5000, 36 months,14.55,172.23,53493.34,12.66,591,49530,70.4,20,MORTGAGE,vacation,< 1 year,0
6052, 36 months,7.8,189.09,300000.0,13.35,748,13894,6.7,31,OWN,home_improvement,5 years,0
36506, 36 months,6.88,1125.2,63231.02,34.19,632,28387,4.3,16,OWN,credit_card,10+ years,0
29074, 60 months,6.66,571.05,17304.25,5.99,848,10217,69.5,36,MORTGAGE,car,5 years,0
39155, 60 months,14.05,912.08,43142.79,37.84,827,47488,94.5,6,MORTGAGE,moving,3 years,0
33320, 36 months,13.09,1124.13,45444.68,20.3,707,39024,77.4,7,MORTGAGE,major_purchase,1 year,0
39304, 36 months,21.65,1493.93,33922.07,37.06,655,11556,83.1,26,RENT,debt_consolidation,8 years,0
4913, 36 months,22.21,188.16,51203.67,13.47,848,11568,54.5,12,RENT,debt_consolidation,5 years,0
18450, 60 months,6.64,362.21,33321.62,28.64,725,26914,,23,OWN,credit_card,< 1 year,0
25107, 36 months,10.48,815.8,59855.7,19.32,627,25704,67.8,35,RENT,medical,7 years,0
21764, 60 months,11.67,480.51,15596.27,25.07,778,22466,71.2,15,MORTGAGE,credit_card,9 years,0
21491, 36 months,17.82,775.01,97391.58,20.17,650,8482,67.5,10,RENT,vacation,6 years,0
39494, 60 months,8.75,815.05,19015.81,38.68,671,19932,94.7,21,RENT,small_business,10+ years,1
4373, 60 months,8.51,89.74,41850.82,27.68,788,7688,36.7,17,RENT,other,10+ years,0
13161, 36 months,26.74,535.47,31583.05,10.05,627,59,4.0,18,OTHER,other,5 years,0
32996, 60 months,23.59,941.39,58897.39,36.39,608,38199,90.8,18,MORTGAGE,home_improvement,10+ years,1
28122, 36 months,9.56,901.62,43916.94,11.76,755,28777,16.0,35,MORTGAGE,vacation,10+ years,0
35850, 36 months,14.65,1236.62,57010.48,14.86,598,19054,69.7,12,OWN,credit_card,< 1 year,0
28350, 36 months,13.5,962.07,95484.14,,626,47192,87.3,36,OWN,vacation,9 years,0
28472, 60 months,23.3,807.55,77743.43,36.0,639,3339,,35,RENT,home_improvement,4 years,0
29761, 36 months,16.98,1060.76,50100.41,11.44,755,19173,83.0,37,RENT,other,3 years,0
26351, 36 months,8.38,830.37,64582.88,10.36,834,32582,33.2,9,MORTGAGE,vacation,6 years,0
24132, 36 months,22.13,923.24,158895.89,36.81,808,36422,79.4,20,OWN,home_improvement,1 year,0
16305, 36 months,14.43,560.68,79422.98,32.22,726,45955,7.0,34,OTHER,small_business,< 1 year,0
10817, 36 months,11.42,356.29,41104.68,5.64,818,27068,65.5,24,MORTGAGE,major_purchase,6 years,0
12261, 36 months,13.95,418.75,105526.63,30.77,767,38316,67.7,3,RENT,small_business,7 years,0
1417, 60 months,16.7,34.99,61993.59,36.52,788,21486,49.1,9,RENT,major_purchase,4 years,0
21358, 36 months,13.22,721.9,27510.83,3.14,654,30641,,30,MORTGAGE,home_improvement,7 years,0
4267, 36 months,10.94,139.57,43983.36,33.01,762,19046,92.3,8,RENT,credit_card,3 years,0
18209, 36 months,14.47,626.51,20264.9,21.9,666,16585,73.4,30,RENT,moving,7 years,0
25052, 36 months,5.93,761.34,15000.0,26.77,850,7087,96.1,32,RENT,vacation,10+ years,0
39513, 60 months,22.88,1111.17,27738.48,19.71,759,46102,44.9,31,MORTGAGE,other,2 years,0
27092, 60 months,9.35,567.0,52762.11,27.91,824,41430,52.8,36,RENT,moving,6 years,0
12338, 36 months,6.49,378.09,52854.88,1.36,586,40711,26.4,26,RENT,small_business,5 years,0
1412, 60 months,20.21,37.57,21016.32,30.51,848,36124,98.6,5,OWN,vacation,< 1 year,0
8543, 60 months,22.91,240.39,15000.0,1.33,592,28330,5.5,39,RENT,major_purchase,4 years,0
34496, 60 months,23.81,988.58,,18.21,805,43316,35.9,18,RENT,medical,10+ years,0
24548, 36 months,16.6,870.32,51905.28,6.04,845,36741,29.8,11,RENT,major_purchase,3 years,0
28384, 60 months,10.12,604.75,124670.21,32.94,821,13020,38.7,2,RENT,vacation,5 years,0
39756, 36 months,22.09,1520.15,120469.83,12.55,759,43543,91.8,19,OWN,credit_card,8 years,0
19888, 36 months,21.24,751.73,76177.83,18.16,759,4471,36.8,20,RENT,home_improvement,3 years,0
36735, 36 months,11.04,1203.35,50791.59,17.15,705,27122,91.7,33,OWN,major_purchase,1 year,0
18506, 36 months,25.83,743.94,38615.52,30.9,769,3123,42.3,32,RENT,credit_card,7 years,0
21463, 36 months,7.85,671.09,75444.9,19.25,595,11333,85.5,34,MORTGAGE,small_business,< 1 year,0
18955, 36 months,27.61,780.06,44537.43,31.56,600,38771,52.2,23,MORTGAGE,moving,5 years,0
38841, 36 months,24.86,1541.44,34414.33,2.94,595,3790,31.1,2,MORTGAGE,home_improvement,3 years,0
6104, 60 months,20.98,165.07,15000.0,7.66,848,32036,44.9,36,MORTGAGE,major_purchase,5 years,0
35911, 60 months,26.62,1088.41,46636.41,22.06,612,39289,42.4,18,RENT,major_purchase,2 years,0
24190, 36 months,21.75,920.7,94655.81,37.88,761,35878,26.0,35,OWN,moving,8 years,0
8357, 60 months,9.79,176.7,104358.77,2.99,648,24923,29.0,30,MORTGAGE,car,2 years,0
33479, 60 months,15.45,804.39,50613.18,1.72,631,1601,18.6,7,MORTGAGE,vacation,,0
37208, 60 months,7.11,738.7,28760.95,6.26,644,11788,33.6,2,RENT,other,4 years,0
21150, 36 months,14.27,725.63,84258.63,25.65,807,21307,62.4,28,RENT,moving,6 years,0
6644, 36 months,22.19,254.39,48570.94,15.96,801,27129,38.7,13,MORTGAGE,debt_consolidation,5 years,0
3914, 60 months,14.19,91.46,39363.52,33.02,597,12712,71.2,5,OWN,major_purchase,6 years,0
22352, 36 months,12.93,752.37,20464.58,2.88,797,22303,98.7,17,OWN,other,8 years,0
15397, 36 months,18.9,563.61,173209.46,7.86,752,46515,37.7,12,OWN,major_purchase,2 years,0
1728, 36 months,25.12,68.81,76346.62,12.0,635,16004,46.3,21,RENT,vacation,4 years,0
1698, 36 months,6.57,52.1,81450.37,25.07,588,20162,16.4,27,MORTGAGE,car,4 years,0
14923, 36 months,14.17,511.27,29211.4,27.41,601,41281,39.2,29,MORTGAGE,car,2 years,1
17779, 36 months,9.06,565.86,51423.46,4.97,651,28237,72.7,9,MORTGAGE,car,10+ years,0
8400, 36 months,21.15,317.12,46681.52,37.75,751,10489,21.7,3,RENT,debt_consolidation,9 years,0
25466, 60 months,7.88,514.9,78374.72,13.64,702,16563,18.2,27,MORTGAGE,medical,8 years,1
37939, 60 months,20.46,1014.89,110838.68,28.53,670,20349,37.6,28,RENT,other,8 years,0
5360, 36 months,11.94,177.88,20732.77,20.97,803,46059,81.9,34,MORTGAGE,small_business,5 years,0
36270, 60 months,9.98,770.27,25724.35,8.91,831,28143,62.4,8,OWN,other,4 years,0
18101, 36 months,26.57,734.81,72217.86,33.85,835,48805,95.8,37,MORTGAGE,major_purchase,3 years,0
33307, 36 months,5.92,1012.06,36140.97,32.73,592,15685,90.5,22,MORTGAGE,major_purchase,3 years,0
6486, 60 months,15.35,155.5,79931.43,15.84,697,26609,15.1,35,MORTGAGE,debt_consolidation,4 years,0
9335, 60 months,5.99,180.43,39189.51,23.54,757,41697,,24,OTHER,small_business,1 year,0
22364, 60 months,16.38,548.37,23172.82,10.31,740,36487,39.9,35,RENT,moving,7 years,0
38259, 36 months,16.77,1359.66,17058.27,27.59,674,49206,52.2,8,OWN,car,6 years,1
24576, 60 months,12.74,555.91,65543.99,12.36,747,11117,51.6,27,OWN,major_purchase,6 years,0
32667, 36 months,8.47,1030.76,66515.5,33.76,666,23041,13.4,18,RENT,moving,< 1 year,1
12130, 60 months,13.97,282.06,87739.67,8.7,582,26009,12.5,32,MORTGAGE,small_business,7 years,0
22972, 60 months,20.63,616.7,59678.32,0.59,595,44602,4.7,26,RENT,major_purchase,10+ years,0
2167, 36 months,23.1,84.0,15000.0,10.74,709,19678,85.1,38,RENT,debt_consolidation,< 1 year,0
28192, 36 months,17.44,1011.31,66307.64,7.64,602,36623,94.8,16,RENT,major_purchase,8 years,1
2062, 60 months,18.77,53.23,20445.65,20.33,677,13369,11.6,3,OWN,credit_card,5 years,0
19540, 36 months,10.01,630.59,15984.41,8.15,737,35519,21.3,12,MORTGAGE,other,7 years,0
25244, 36 months,11.96,837.98,15000.0,,818,28209,9.0,33,MORTGAGE,credit_card,< 1 year,0
22545, 60 months,9.14,469.53,15000.0,9.65,589,33492,,31,RENT,car,5 years,0
22689, 36 months,11.11,743.99,57952.96,28.28,601,42213,95.9,18,RENT,medical,< 1 year,1
12174, 60 months,10.56,262.03,31611.92,23.14,763,9369,26.2,25,OTHER,vacation,2 years,0
23925, 36 months,17.19,855.26,19703.21,39.45,796,42256,30.4,5,RENT,other,1 year,0
38497, 36 months,18.16,1394.85,49704.44,40.0,793,40817,36.3,33,OTHER,major_purchase,1 year,0
10348, 60 months,26.76,314.5,25246.43,34.78,737,13357,50.2,20,MORTGAGE,vacation,3 years,1
24714, 36 months,9.9,796.29,88313.0,30.4,789,49001,68.2,4,MORTGAGE,vacation,6 years,0
